,id,city,img,label
128,aachen_000128_000019_,aachen,aachen_000128_000019_leftImg8bit.png,aachen_000128_000019_gtFine_labelIds.png
129,aachen_000129_000019_,aachen,aachen_000129_000019_leftImg8bit.png,aachen_000129_000019_gtFine_labelIds.png
130,aachen_000130_000019_,aachen,aachen_000130_000019_leftImg8bit.png,aachen_000130_000019_gtFine_labelIds.png
131,aachen_000131_000019_,aachen,aachen_000131_000019_leftImg8bit.png,aachen_000131_000019_gtFine_labelIds.png
132,aachen_000132_000019_,aachen,aachen_000132_000019_leftImg8bit.png,aachen_000132_000019_gtFine_labelIds.png
133,aachen_000133_000019_,aachen,aachen_000133_000019_leftImg8bit.png,aachen_000133_000019_gtFine_labelIds.png
134,aachen_000134_000019_,aachen,aachen_000134_000019_leftImg8bit.png,aachen_000134_000019_gtFine_labelIds.png
135,aachen_000135_000019_,aachen,aachen_000135_000019_leftImg8bit.png,aachen_000135_000019_gtFine_labelIds.png
136,aachen_000136_000019_,aachen,aachen_000136_000019_leftImg8bit.png,aachen_000136_000019_gtFine_labelIds.png
137,aachen_000137_000019_,aachen,aachen_000137_000019_leftImg8bit.png,aachen_000137_000019_gtFine_labelIds.png
138,aachen_000138_000019_,aachen,aachen_000138_000019_leftImg8bit.png,aachen_000138_000019_gtFine_labelIds.png
139,aachen_000139_000019_,aachen,aachen_000139_000019_leftImg8bit.png,aachen_000139_000019_gtFine_labelIds.png
140,aachen_000140_000019_,aachen,aachen_000140_000019_leftImg8bit.png,aachen_000140_000019_gtFine_labelIds.png
141,aachen_000141_000019_,aachen,aachen_000141_000019_leftImg8bit.png,aachen_000141_000019_gtFine_labelIds.png
142,aachen_000142_000019_,aachen,aachen_000142_000019_leftImg8bit.png,aachen_000142_000019_gtFine_labelIds.png
143,aachen_000143_000019_,aachen,aachen_000143_000019_leftImg8bit.png,aachen_000143_000019_gtFine_labelIds.png
144,aachen_000144_000019_,aachen,aachen_000144_000019_leftImg8bit.png,aachen_000144_000019_gtFine_labelIds.png
145,aachen_000145_000019_,aachen,aachen_000145_000019_leftImg8bit.png,aachen_000145_000019_gtFine_labelIds.png
146,aachen_000146_000019_,aachen,aachen_000146_000019_leftImg8bit.png,aachen_000146_000019_gtFine_labelIds.png
147,aachen_000147_000019_,aachen,aachen_000147_000019_leftImg8bit.png,aachen_000147_000019_gtFine_labelIds.png
148,aachen_000148_000019_,aachen,aachen_000148_000019_leftImg8bit.png,aachen_000148_000019_gtFine_labelIds.png
149,aachen_000149_000019_,aachen,aachen_000149_000019_leftImg8bit.png,aachen_000149_000019_gtFine_labelIds.png
150,aachen_000150_000019_,aachen,aachen_000150_000019_leftImg8bit.png,aachen_000150_000019_gtFine_labelIds.png
151,aachen_000151_000019_,aachen,aachen_000151_000019_leftImg8bit.png,aachen_000151_000019_gtFine_labelIds.png
152,aachen_000152_000019_,aachen,aachen_000152_000019_leftImg8bit.png,aachen_000152_000019_gtFine_labelIds.png
153,aachen_000153_000019_,aachen,aachen_000153_000019_leftImg8bit.png,aachen_000153_000019_gtFine_labelIds.png
154,aachen_000154_000019_,aachen,aachen_000154_000019_leftImg8bit.png,aachen_000154_000019_gtFine_labelIds.png
155,aachen_000155_000019_,aachen,aachen_000155_000019_leftImg8bit.png,aachen_000155_000019_gtFine_labelIds.png
156,aachen_000156_000019_,aachen,aachen_000156_000019_leftImg8bit.png,aachen_000156_000019_gtFine_labelIds.png
157,aachen_000157_000019_,aachen,aachen_000157_000019_leftImg8bit.png,aachen_000157_000019_gtFine_labelIds.png
158,aachen_000158_000019_,aachen,aachen_000158_000019_leftImg8bit.png,aachen_000158_000019_gtFine_labelIds.png
159,aachen_000159_000019_,aachen,aachen_000159_000019_leftImg8bit.png,aachen_000159_000019_gtFine_labelIds.png
160,aachen_000160_000019_,aachen,aachen_000160_000019_leftImg8bit.png,aachen_000160_000019_gtFine_labelIds.png
161,aachen_000161_000019_,aachen,aachen_000161_000019_leftImg8bit.png,aachen_000161_000019_gtFine_labelIds.png
162,aachen_000162_000019_,aachen,aachen_000162_000019_leftImg8bit.png,aachen_000162_000019_gtFine_labelIds.png
163,aachen_000163_000019_,aachen,aachen_000163_000019_leftImg8bit.png,aachen_000163_000019_gtFine_labelIds.png
164,aachen_000164_000019_,aachen,aachen_000164_000019_leftImg8bit.png,aachen_000164_000019_gtFine_labelIds.png
165,aachen_000165_000019_,aachen,aachen_000165_000019_leftImg8bit.png,aachen_000165_000019_gtFine_labelIds.png
166,aachen_000166_000019_,aachen,aachen_000166_000019_leftImg8bit.png,aachen_000166_000019_gtFine_labelIds.png
167,aachen_000167_000019_,aachen,aachen_000167_000019_leftImg8bit.png,aachen_000167_000019_gtFine_labelIds.png
168,aachen_000168_000019_,aachen,aachen_000168_000019_leftImg8bit.png,aachen_000168_000019_gtFine_labelIds.png
169,aachen_000169_000019_,aachen,aachen_000169_000019_leftImg8bit.png,aachen_000169_000019_gtFine_labelIds.png
170,aachen_000170_000019_,aachen,aachen_000170_000019_leftImg8bit.png,aachen_000170_000019_gtFine_labelIds.png
171,aachen_000171_000019_,aachen,aachen_000171_000019_leftImg8bit.png,aachen_000171_000019_gtFine_labelIds.png
172,aachen_000172_000019_,aachen,aachen_000172_000019_leftImg8bit.png,aachen_000172_000019_gtFine_labelIds.png
173,aachen_000173_000019_,aachen,aachen_000173_000019_leftImg8bit.png,aachen_000173_000019_gtFine_labelIds.png
174,bochum_000000_000313_,bochum,bochum_000000_000313_leftImg8bit.png,bochum_000000_000313_gtFine_labelIds.png
175,bochum_000000_000600_,bochum,bochum_000000_000600_leftImg8bit.png,bochum_000000_000600_gtFine_labelIds.png
176,bochum_000000_000885_,bochum,bochum_000000_000885_leftImg8bit.png,bochum_000000_000885_gtFine_labelIds.png
177,bochum_000000_001097_,bochum,bochum_000000_001097_leftImg8bit.png,bochum_000000_001097_gtFine_labelIds.png
178,bochum_000000_001519_,bochum,bochum_000000_001519_leftImg8bit.png,bochum_000000_001519_gtFine_labelIds.png
179,bochum_000000_001828_,bochum,bochum_000000_001828_leftImg8bit.png,bochum_000000_001828_gtFine_labelIds.png
180,bochum_000000_002293_,bochum,bochum_000000_002293_leftImg8bit.png,bochum_000000_002293_gtFine_labelIds.png
181,bochum_000000_002562_,bochum,bochum_000000_002562_leftImg8bit.png,bochum_000000_002562_gtFine_labelIds.png
182,bochum_000000_003005_,bochum,bochum_000000_003005_leftImg8bit.png,bochum_000000_003005_gtFine_labelIds.png
183,bochum_000000_003245_,bochum,bochum_000000_003245_leftImg8bit.png,bochum_000000_003245_gtFine_labelIds.png
184,bochum_000000_003674_,bochum,bochum_000000_003674_leftImg8bit.png,bochum_000000_003674_gtFine_labelIds.png
185,bochum_000000_004032_,bochum,bochum_000000_004032_leftImg8bit.png,bochum_000000_004032_gtFine_labelIds.png
186,bochum_000000_004229_,bochum,bochum_000000_004229_leftImg8bit.png,bochum_000000_004229_gtFine_labelIds.png
187,bochum_000000_004748_,bochum,bochum_000000_004748_leftImg8bit.png,bochum_000000_004748_gtFine_labelIds.png
188,bochum_000000_005537_,bochum,bochum_000000_005537_leftImg8bit.png,bochum_000000_005537_gtFine_labelIds.png
189,bochum_000000_005936_,bochum,bochum_000000_005936_leftImg8bit.png,bochum_000000_005936_gtFine_labelIds.png
190,bochum_000000_006026_,bochum,bochum_000000_006026_leftImg8bit.png,bochum_000000_006026_gtFine_labelIds.png
191,bochum_000000_006484_,bochum,bochum_000000_006484_leftImg8bit.png,bochum_000000_006484_gtFine_labelIds.png
192,bochum_000000_006746_,bochum,bochum_000000_006746_leftImg8bit.png,bochum_000000_006746_gtFine_labelIds.png
193,bochum_000000_007150_,bochum,bochum_000000_007150_leftImg8bit.png,bochum_000000_007150_gtFine_labelIds.png
194,bochum_000000_007651_,bochum,bochum_000000_007651_leftImg8bit.png,bochum_000000_007651_gtFine_labelIds.png
195,bochum_000000_007950_,bochum,bochum_000000_007950_leftImg8bit.png,bochum_000000_007950_gtFine_labelIds.png
196,bochum_000000_008162_,bochum,bochum_000000_008162_leftImg8bit.png,bochum_000000_008162_gtFine_labelIds.png
197,bochum_000000_008448_,bochum,bochum_000000_008448_leftImg8bit.png,bochum_000000_008448_gtFine_labelIds.png
198,bochum_000000_008804_,bochum,bochum_000000_008804_leftImg8bit.png,bochum_000000_008804_gtFine_labelIds.png
199,bochum_000000_009554_,bochum,bochum_000000_009554_leftImg8bit.png,bochum_000000_009554_gtFine_labelIds.png
200,bochum_000000_009951_,bochum,bochum_000000_009951_leftImg8bit.png,bochum_000000_009951_gtFine_labelIds.png
201,bochum_000000_010562_,bochum,bochum_000000_010562_leftImg8bit.png,bochum_000000_010562_gtFine_labelIds.png
202,bochum_000000_010700_,bochum,bochum_000000_010700_leftImg8bit.png,bochum_000000_010700_gtFine_labelIds.png
203,bochum_000000_011255_,bochum,bochum_000000_011255_leftImg8bit.png,bochum_000000_011255_gtFine_labelIds.png
204,bochum_000000_011711_,bochum,bochum_000000_011711_leftImg8bit.png,bochum_000000_011711_gtFine_labelIds.png
205,bochum_000000_013209_,bochum,bochum_000000_013209_leftImg8bit.png,bochum_000000_013209_gtFine_labelIds.png
206,bochum_000000_013705_,bochum,bochum_000000_013705_leftImg8bit.png,bochum_000000_013705_gtFine_labelIds.png
207,bochum_000000_014332_,bochum,bochum_000000_014332_leftImg8bit.png,bochum_000000_014332_gtFine_labelIds.png
208,bochum_000000_014658_,bochum,bochum_000000_014658_leftImg8bit.png,bochum_000000_014658_gtFine_labelIds.png
209,bochum_000000_014803_,bochum,bochum_000000_014803_leftImg8bit.png,bochum_000000_014803_gtFine_labelIds.png
210,bochum_000000_015038_,bochum,bochum_000000_015038_leftImg8bit.png,bochum_000000_015038_gtFine_labelIds.png
211,bochum_000000_015321_,bochum,bochum_000000_015321_leftImg8bit.png,bochum_000000_015321_gtFine_labelIds.png
212,bochum_000000_015645_,bochum,bochum_000000_015645_leftImg8bit.png,bochum_000000_015645_gtFine_labelIds.png
213,bochum_000000_015880_,bochum,bochum_000000_015880_leftImg8bit.png,bochum_000000_015880_gtFine_labelIds.png
214,bochum_000000_016125_,bochum,bochum_000000_016125_leftImg8bit.png,bochum_000000_016125_gtFine_labelIds.png
215,bochum_000000_016260_,bochum,bochum_000000_016260_leftImg8bit.png,bochum_000000_016260_gtFine_labelIds.png
216,bochum_000000_016591_,bochum,bochum_000000_016591_leftImg8bit.png,bochum_000000_016591_gtFine_labelIds.png
217,bochum_000000_016758_,bochum,bochum_000000_016758_leftImg8bit.png,bochum_000000_016758_gtFine_labelIds.png
218,bochum_000000_017216_,bochum,bochum_000000_017216_leftImg8bit.png,bochum_000000_017216_gtFine_labelIds.png
219,bochum_000000_017453_,bochum,bochum_000000_017453_leftImg8bit.png,bochum_000000_017453_gtFine_labelIds.png
220,bochum_000000_018195_,bochum,bochum_000000_018195_leftImg8bit.png,bochum_000000_018195_gtFine_labelIds.png
221,bochum_000000_019188_,bochum,bochum_000000_019188_leftImg8bit.png,bochum_000000_019188_gtFine_labelIds.png
222,bochum_000000_020673_,bochum,bochum_000000_020673_leftImg8bit.png,bochum_000000_020673_gtFine_labelIds.png
223,bochum_000000_020776_,bochum,bochum_000000_020776_leftImg8bit.png,bochum_000000_020776_gtFine_labelIds.png
224,bochum_000000_020899_,bochum,bochum_000000_020899_leftImg8bit.png,bochum_000000_020899_gtFine_labelIds.png
225,bochum_000000_021070_,bochum,bochum_000000_021070_leftImg8bit.png,bochum_000000_021070_gtFine_labelIds.png
226,bochum_000000_021325_,bochum,bochum_000000_021325_leftImg8bit.png,bochum_000000_021325_gtFine_labelIds.png
227,bochum_000000_021393_,bochum,bochum_000000_021393_leftImg8bit.png,bochum_000000_021393_gtFine_labelIds.png
228,bochum_000000_021479_,bochum,bochum_000000_021479_leftImg8bit.png,bochum_000000_021479_gtFine_labelIds.png
229,bochum_000000_021606_,bochum,bochum_000000_021606_leftImg8bit.png,bochum_000000_021606_gtFine_labelIds.png
230,bochum_000000_022210_,bochum,bochum_000000_022210_leftImg8bit.png,bochum_000000_022210_gtFine_labelIds.png
231,bochum_000000_022414_,bochum,bochum_000000_022414_leftImg8bit.png,bochum_000000_022414_gtFine_labelIds.png
232,bochum_000000_023040_,bochum,bochum_000000_023040_leftImg8bit.png,bochum_000000_023040_gtFine_labelIds.png
233,bochum_000000_023174_,bochum,bochum_000000_023174_leftImg8bit.png,bochum_000000_023174_gtFine_labelIds.png
234,bochum_000000_023435_,bochum,bochum_000000_023435_leftImg8bit.png,bochum_000000_023435_gtFine_labelIds.png
235,bochum_000000_023648_,bochum,bochum_000000_023648_leftImg8bit.png,bochum_000000_023648_gtFine_labelIds.png
